candidate_id	caller_definition_id	caller_source_path	caller_source_sha256	caller_source_line	caller_symbol	callee_spelling	call_form	boundary
"MVDM-SECOND-CANDIDATE-000016"	"MVDM-FIRST-DEFINITION-000001"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"86"	"cmdCheckCopyForRedirection"	"WaitForSingleObject"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000017"	"MVDM-FIRST-DEFINITION-000001"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"87"	"cmdCheckCopyForRedirection"	"CloseHandle"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000018"	"MVDM-FIRST-DEFINITION-000001"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"90"	"cmdCheckCopyForRedirection"	"SetEvent"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000019"	"MVDM-FIRST-DEFINITION-000001"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"91"	"cmdCheckCopyForRedirection"	"WaitForSingleObject"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000020"	"MVDM-FIRST-DEFINITION-000001"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"92"	"cmdCheckCopyForRedirection"	"CloseHandle"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000021"	"MVDM-FIRST-DEFINITION-000001"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"94"	"cmdCheckCopyForRedirection"	"free"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000022"	"MVDM-FIRST-DEFINITION-000002"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"110"	"cmdCreateTempFile"	"malloc"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000023"	"MVDM-FIRST-DEFINITION-000002"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"115"	"cmdCreateTempFile"	"GetTempPath"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000024"	"MVDM-FIRST-DEFINITION-000002"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"118"	"cmdCreateTempFile"	"free"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000025"	"MVDM-FIRST-DEFINITION-000002"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"123"	"cmdCreateTempFile"	"free"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000026"	"MVDM-FIRST-DEFINITION-000002"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"128"	"cmdCreateTempFile"	"malloc"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000027"	"MVDM-FIRST-DEFINITION-000002"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"129"	"cmdCreateTempFile"	"free"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000028"	"MVDM-FIRST-DEFINITION-000002"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"134"	"cmdCreateTempFile"	"GetTempFileName"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000029"	"MVDM-FIRST-DEFINITION-000002"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"137"	"cmdCreateTempFile"	"GetWindowsDirectory"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000030"	"MVDM-FIRST-DEFINITION-000002"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"139"	"cmdCreateTempFile"	"strcpy"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000031"	"MVDM-FIRST-DEFINITION-000002"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"142"	"cmdCreateTempFile"	"GetTempFileName"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000032"	"MVDM-FIRST-DEFINITION-000002"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"154"	"cmdCreateTempFile"	"CreateFile"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000033"	"MVDM-FIRST-DEFINITION-000002"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"161"	"cmdCreateTempFile"	"free"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000034"	"MVDM-FIRST-DEFINITION-000002"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"162"	"cmdCreateTempFile"	"free"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000035"	"MVDM-FIRST-DEFINITION-000002"	"base/mvdm/dos/command/cmdredir.c"	"a403f15ba9ec33af85ab38aaa7c4fea301016c4bb09a1ccbd3adee71a07dcc49"	"168"	"cmdCreateTempFile"	"free"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000036"	"MVDM-FIRST-DEFINITION-000003"	"base/mvdm/dos/command/cmd.c"	"9d0a773fcc8d7765b0fe3fe3750b5c9a29a596362f78a221161318fd83cc0262"	"30"	"CMDInit"	"GetSystemDirectory"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000037"	"MVDM-FIRST-DEFINITION-000004"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"698"	"CreateDirectoryOem"	"NtCurrentTeb"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000038"	"MVDM-FIRST-DEFINITION-000004"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"699"	"CreateDirectoryOem"	"InitOemString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000039"	"MVDM-FIRST-DEFINITION-000004"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"700"	"CreateDirectoryOem"	"RtlOemStringToUnicodeString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000040"	"MVDM-FIRST-DEFINITION-000004"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"701"	"CreateDirectoryOem"	"NT_SUCCESS"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000041"	"MVDM-FIRST-DEFINITION-000004"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"703"	"CreateDirectoryOem"	"SetLastError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000042"	"MVDM-FIRST-DEFINITION-000004"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"706"	"CreateDirectoryOem"	"BaseSetLastNTError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000043"	"MVDM-FIRST-DEFINITION-000004"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"710"	"CreateDirectoryOem"	"CreateDirectoryW"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000044"	"MVDM-FIRST-DEFINITION-000005"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"85"	"CreateFileOem"	"NtCurrentTeb"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000045"	"MVDM-FIRST-DEFINITION-000005"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"86"	"CreateFileOem"	"InitOemString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000046"	"MVDM-FIRST-DEFINITION-000005"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"87"	"CreateFileOem"	"RtlOemStringToUnicodeString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000047"	"MVDM-FIRST-DEFINITION-000005"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"88"	"CreateFileOem"	"NT_SUCCESS"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000048"	"MVDM-FIRST-DEFINITION-000005"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"90"	"CreateFileOem"	"SetLastError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000049"	"MVDM-FIRST-DEFINITION-000005"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"93"	"CreateFileOem"	"BaseSetLastNTError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000050"	"MVDM-FIRST-DEFINITION-000005"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"104"	"CreateFileOem"	"CreateFileW"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000051"	"MVDM-FIRST-DEFINITION-000005"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"124"	"CreateFileOem"	"CreateFileW"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000052"	"MVDM-FIRST-DEFINITION-000006"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"236"	"DeleteFileOem"	"NtCurrentTeb"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000053"	"MVDM-FIRST-DEFINITION-000006"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"237"	"DeleteFileOem"	"InitOemString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000054"	"MVDM-FIRST-DEFINITION-000006"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"238"	"DeleteFileOem"	"RtlOemStringToUnicodeString"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000055"	"MVDM-FIRST-DEFINITION-000006"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"239"	"DeleteFileOem"	"NT_SUCCESS"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000056"	"MVDM-FIRST-DEFINITION-000006"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"241"	"DeleteFileOem"	"SetLastError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000057"	"MVDM-FIRST-DEFINITION-000006"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"244"	"DeleteFileOem"	"BaseSetLastNTError"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000058"	"MVDM-FIRST-DEFINITION-000006"	"base/mvdm/oemuni/file.c"	"a3184eb571d6822577b52849e2da3955689899ecc6dfd9df100ff3f3636be5df"	"248"	"DeleteFileOem"	"DeleteFileW"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000059"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"604"	"demCreateCommon"	"GetVDMAddr"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000060"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"604"	"demCreateCommon"	"getDS"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000061"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"604"	"demCreateCommon"	"getSI"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000062"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"605"	"demCreateCommon"	"getCX"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000063"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"615"	"demCreateCommon"	"setCF"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000064"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"616"	"demCreateCommon"	"setAX"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000065"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"619"	"demCreateCommon"	"setAX"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000066"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"620"	"demCreateCommon"	"setBP"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000067"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"621"	"demCreateCommon"	"setCF"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000068"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"628"	"demCreateCommon"	"sprintf"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000069"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"677"	"demCreateCommon"	"strrchr"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000070"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"680"	"demCreateCommon"	"_strcmpi"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000071"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"681"	"demCreateCommon"	"_strcmpi"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000072"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"682"	"demCreateCommon"	"_strcmpi"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000073"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"685"	"demCreateCommon"	"PostMessage"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000074"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"693"	"demCreateCommon"	"_strcmpi"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000075"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"695"	"demCreateCommon"	"RtlZeroMemory"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000076"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"696"	"demCreateCommon"	"RtlCopyMemory"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000077"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"697"	"demCreateCommon"	"strcat"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000078"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"699"	"demCreateCommon"	"PostMessage"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
"MVDM-SECOND-CANDIDATE-000079"	"MVDM-FIRST-DEFINITION-000007"	"base/mvdm/dos/dem/demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"714"	"demCreateCommon"	"GetFileSize"	"direct-named-call"	"T294 records direct outgoing expression only; a later degree may inspect the callee body"
