"file_id"	"target_path"	"package_root"	"scan_state"	"candidate_count"	"evidence"
"MVDM-FILE-0087"	"dpmi/dxmain.asm"	"dpmi"	"not-c-like-lexical-scan"	"0"	"dpmi/dxmain.asm"
"MVDM-FILE-0088"	"dpmi/dxmmgr.asm"	"dpmi"	"not-c-like-lexical-scan"	"0"	"dpmi/dxmmgr.asm"
"MVDM-FILE-0089"	"dpmi/dxmsg.asm"	"dpmi"	"not-c-like-lexical-scan"	"0"	"dpmi/dxmsg.asm"
"MVDM-FILE-0090"	"dpmi/dxnetbio.asm"	"dpmi"	"not-c-like-lexical-scan"	"0"	"dpmi/dxnetbio.asm"
"MVDM-FILE-0091"	"dpmi/dxoem.asm"	"dpmi"	"not-c-like-lexical-scan"	"0"	"dpmi/dxoem.asm"
"MVDM-FILE-0092"	"dpmi/dxrom.asm"	"dpmi"	"not-c-like-lexical-scan"	"0"	"dpmi/dxrom.asm"
"MVDM-FILE-0094"	"dpmi/dxstrt.asm"	"dpmi"	"not-c-like-lexical-scan"	"0"	"dpmi/dxstrt.asm"
"MVDM-FILE-0095"	"dpmi/dxutil.asm"	"dpmi"	"not-c-like-lexical-scan"	"0"	"dpmi/dxutil.asm"
"MVDM-FILE-0096"	"dpmi/dxvcpi.asm"	"dpmi"	"not-c-like-lexical-scan"	"0"	"dpmi/dxvcpi.asm"
"MVDM-FILE-0098"	"dpmi/dxvcpibt.asm"	"dpmi"	"not-c-like-lexical-scan"	"0"	"dpmi/dxvcpibt.asm"
"MVDM-FILE-0106"	"dpmi/ntintr32.asm"	"dpmi"	"not-c-like-lexical-scan"	"0"	"dpmi/ntintr32.asm"
"MVDM-FILE-0107"	"dpmi/ntnpxem.asm"	"dpmi"	"not-c-like-lexical-scan"	"0"	"dpmi/ntnpxem.asm"
"MVDM-FILE-0114"	"dpmi/usa/dxmsg.asm"	"dpmi"	"not-c-like-lexical-scan"	"0"	"dpmi/usa/dxmsg.asm"
"MVDM-FILE-0117"	"dpmi32/buffer.c"	"dpmi32"	"c-like-lexical-scan"	"52"	"dpmi32/buffer.c"
"MVDM-FILE-0118"	"dpmi32/data.c"	"dpmi32"	"c-like-lexical-scan"	"0"	"dpmi32/data.c"
"MVDM-FILE-0119"	"dpmi32/debug.c"	"dpmi32"	"c-like-lexical-scan"	"17"	"dpmi32/debug.c"
"MVDM-FILE-0120"	"dpmi32/dpmi32.c"	"dpmi32"	"c-like-lexical-scan"	"38"	"dpmi32/dpmi32.c"
"MVDM-FILE-0123"	"dpmi32/dpmiint.c"	"dpmi32"	"c-like-lexical-scan"	"284"	"dpmi32/dpmiint.c"
"MVDM-FILE-0125"	"dpmi32/dpmimemr.c"	"dpmi32"	"c-like-lexical-scan"	"18"	"dpmi32/dpmimemr.c"
"MVDM-FILE-0126"	"dpmi32/dpmimscr.c"	"dpmi32"	"c-like-lexical-scan"	"10"	"dpmi32/dpmimscr.c"
"MVDM-FILE-0127"	"dpmi32/dpmiselr.c"	"dpmi32"	"c-like-lexical-scan"	"19"	"dpmi32/dpmiselr.c"
"MVDM-FILE-0128"	"dpmi32/i386/dpmi386.c"	"dpmi32"	"c-like-lexical-scan"	"52"	"dpmi32/i386/dpmi386.c"
"MVDM-FILE-0129"	"dpmi32/i386/dpmimem.c"	"dpmi32"	"c-like-lexical-scan"	"20"	"dpmi32/i386/dpmimem.c"
"MVDM-FILE-0130"	"dpmi32/i386/dpmimisc.c"	"dpmi32"	"c-like-lexical-scan"	"2"	"dpmi32/i386/dpmimisc.c"
"MVDM-FILE-0131"	"dpmi32/int21map.c"	"dpmi32"	"c-like-lexical-scan"	"728"	"dpmi32/int21map.c"
"MVDM-FILE-0133"	"dpmi32/modesw.c"	"dpmi32"	"c-like-lexical-scan"	"13"	"dpmi32/modesw.c"
"MVDM-FILE-0135"	"dpmi32/register.c"	"dpmi32"	"c-like-lexical-scan"	"24"	"dpmi32/register.c"
"MVDM-FILE-0136"	"dpmi32/savestat.c"	"dpmi32"	"c-like-lexical-scan"	"21"	"dpmi32/savestat.c"
"MVDM-FILE-0138"	"dpmi32/stack.c"	"dpmi32"	"c-like-lexical-scan"	"29"	"dpmi32/stack.c"
"MVDM-FILE-0139"	"dpmi32/vxd.c"	"dpmi32"	"c-like-lexical-scan"	"13"	"dpmi32/vxd.c"
"MVDM-FILE-0141"	"dpmi32/xmem.c"	"dpmi32"	"c-like-lexical-scan"	"54"	"dpmi32/xmem.c"
"MVDM-FILE-0149"	"fax/wowfax/wowfax.c"	"fax"	"c-like-lexical-scan"	"73"	"fax/wowfax/wowfax.c"
"MVDM-FILE-0155"	"fax/wowfaxui/wfhelper.c"	"fax"	"c-like-lexical-scan"	"126"	"fax/wowfaxui/wfhelper.c"
"MVDM-FILE-0156"	"fax/wowfaxui/wfsheets.c"	"fax"	"c-like-lexical-scan"	"1"	"fax/wowfaxui/wfsheets.c"
"MVDM-FILE-0158"	"fax/wowfaxui/wfupgrad.c"	"fax"	"c-like-lexical-scan"	"73"	"fax/wowfaxui/wfupgrad.c"
"MVDM-FILE-0159"	"fax/wowfaxui/wowfaxui.c"	"fax"	"c-like-lexical-scan"	"144"	"fax/wowfaxui/wowfaxui.c"
"MVDM-FILE-0163"	"ieuvddex/alpha/helpp.c"	"ieuvddex"	"c-like-lexical-scan"	"1"	"ieuvddex/alpha/helpp.c"
"MVDM-FILE-0165"	"ieuvddex/data.c"	"ieuvddex"	"c-like-lexical-scan"	"0"	"ieuvddex/data.c"
"MVDM-FILE-0166"	"ieuvddex/help.c"	"ieuvddex"	"c-like-lexical-scan"	"7"	"ieuvddex/help.c"
"MVDM-FILE-0167"	"ieuvddex/i386/helpp.c"	"ieuvddex"	"c-like-lexical-scan"	"3"	"ieuvddex/i386/helpp.c"
"MVDM-FILE-0168"	"ieuvddex/i386/profile.c"	"ieuvddex"	"c-like-lexical-scan"	"26"	"ieuvddex/i386/profile.c"
"MVDM-FILE-0169"	"ieuvddex/i386/reflect.c"	"ieuvddex"	"c-like-lexical-scan"	"16"	"ieuvddex/i386/reflect.c"
"MVDM-FILE-0170"	"ieuvddex/i386/regs.c"	"ieuvddex"	"c-like-lexical-scan"	"7"	"ieuvddex/i386/regs.c"
"MVDM-FILE-0172"	"ieuvddex/i386/vdmtib.c"	"ieuvddex"	"c-like-lexical-scan"	"19"	"ieuvddex/i386/vdmtib.c"
"MVDM-FILE-0175"	"ieuvddex/mips/helpp.c"	"ieuvddex"	"c-like-lexical-scan"	"1"	"ieuvddex/mips/helpp.c"
"MVDM-FILE-0178"	"ieuvddex/pmode.c"	"ieuvddex"	"c-like-lexical-scan"	"14"	"ieuvddex/pmode.c"
"MVDM-FILE-0179"	"ieuvddex/ppc/helpp.c"	"ieuvddex"	"c-like-lexical-scan"	"1"	"ieuvddex/ppc/helpp.c"
"MVDM-FILE-0181"	"ieuvddex/procdep.c"	"ieuvddex"	"c-like-lexical-scan"	"69"	"ieuvddex/procdep.c"
"MVDM-FILE-0183"	"ieuvddex/system.c"	"ieuvddex"	"c-like-lexical-scan"	"23"	"ieuvddex/system.c"
"MVDM-FILE-0184"	"ieuvddex/trace.c"	"ieuvddex"	"c-like-lexical-scan"	"65"	"ieuvddex/trace.c"
"MVDM-FILE-0283"	"oemuni/file.c"	"oemuni"	"c-like-lexical-scan"	"225"	"oemuni/file.c"
"MVDM-FILE-0286"	"oemuni/process.c"	"oemuni"	"c-like-lexical-scan"	"243"	"oemuni/process.c"
"MVDM-FILE-0288"	"oemuni/toemuni.c"	"oemuni"	"c-like-lexical-scan"	"72"	"oemuni/toemuni.c"
"MVDM-FILE-0292"	"sim16/sim16.asm"	"sim16"	"not-c-like-lexical-scan"	"0"	"sim16/sim16.asm"
"MVDM-FILE-0296"	"sim16/siminit.asm"	"sim16"	"not-c-like-lexical-scan"	"0"	"sim16/siminit.asm"
"MVDM-FILE-0299"	"sim32/sim32.c"	"sim32"	"c-like-lexical-scan"	"61"	"sim32/sim32.c"
"MVDM-FILE-0302"	"softpc.new/base/bios/bios.c"	"softpc.new"	"c-like-lexical-scan"	"174"	"softpc.new/base/bios/bios.c"
"MVDM-FILE-0303"	"softpc.new/base/bios/bootstra.c"	"softpc.new"	"c-like-lexical-scan"	"33"	"softpc.new/base/bios/bootstra.c"
"MVDM-FILE-0304"	"softpc.new/base/bios/build_id.c"	"softpc.new"	"c-like-lexical-scan"	"7"	"softpc.new/base/bios/build_id.c"
"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"c-like-lexical-scan"	"27"	"softpc.new/base/bios/cmos_bis.c"
"MVDM-FILE-0306"	"softpc.new/base/bios/cntlbop.c"	"softpc.new"	"c-like-lexical-scan"	"11"	"softpc.new/base/bios/cntlbop.c"
"MVDM-FILE-0307"	"softpc.new/base/bios/emm_fncs.c"	"softpc.new"	"c-like-lexical-scan"	"591"	"softpc.new/base/bios/emm_fncs.c"
"MVDM-FILE-0308"	"softpc.new/base/bios/equipmnt.c"	"softpc.new"	"c-like-lexical-scan"	"3"	"softpc.new/base/bios/equipmnt.c"
"MVDM-FILE-0309"	"softpc.new/base/bios/ill_bop.c"	"softpc.new"	"c-like-lexical-scan"	"18"	"softpc.new/base/bios/ill_bop.c"
"MVDM-FILE-0311"	"softpc.new/base/bios/mem_size.c"	"softpc.new"	"c-like-lexical-scan"	"3"	"softpc.new/base/bios/mem_size.c"
"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"c-like-lexical-scan"	"412"	"softpc.new/base/bios/reset.c"
"MVDM-FILE-0313"	"softpc.new/base/bios/rom_basc.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/bios/rom_basc.c"
"MVDM-FILE-0314"	"softpc.new/base/bios/rtc_bios.c"	"softpc.new"	"c-like-lexical-scan"	"30"	"softpc.new/base/bios/rtc_bios.c"
"MVDM-FILE-0315"	"softpc.new/base/bios/slave_bs.c"	"softpc.new"	"c-like-lexical-scan"	"18"	"softpc.new/base/bios/slave_bs.c"
"MVDM-FILE-0317"	"softpc.new/base/bios/tape_io.c"	"softpc.new"	"c-like-lexical-scan"	"87"	"softpc.new/base/bios/tape_io.c"
"MVDM-FILE-0318"	"softpc.new/base/bios/virtual.c"	"softpc.new"	"c-like-lexical-scan"	"88"	"softpc.new/base/bios/virtual.c"
"MVDM-FILE-0319"	"softpc.new/base/ccpu386/aaa.c"	"softpc.new"	"c-like-lexical-scan"	"17"	"softpc.new/base/ccpu386/aaa.c"
"MVDM-FILE-0321"	"softpc.new/base/ccpu386/aad.c"	"softpc.new"	"c-like-lexical-scan"	"11"	"softpc.new/base/ccpu386/aad.c"
"MVDM-FILE-0323"	"softpc.new/base/ccpu386/aam.c"	"softpc.new"	"c-like-lexical-scan"	"13"	"softpc.new/base/ccpu386/aam.c"
"MVDM-FILE-0325"	"softpc.new/base/ccpu386/aas.c"	"softpc.new"	"c-like-lexical-scan"	"17"	"softpc.new/base/ccpu386/aas.c"
"MVDM-FILE-0327"	"softpc.new/base/ccpu386/adc.c"	"softpc.new"	"c-like-lexical-scan"	"11"	"softpc.new/base/ccpu386/adc.c"
"MVDM-FILE-0329"	"softpc.new/base/ccpu386/add.c"	"softpc.new"	"c-like-lexical-scan"	"10"	"softpc.new/base/ccpu386/add.c"
"MVDM-FILE-0331"	"softpc.new/base/ccpu386/and.c"	"softpc.new"	"c-like-lexical-scan"	"8"	"softpc.new/base/ccpu386/and.c"
"MVDM-FILE-0333"	"softpc.new/base/ccpu386/arpl.c"	"softpc.new"	"c-like-lexical-scan"	"6"	"softpc.new/base/ccpu386/arpl.c"
"MVDM-FILE-0335"	"softpc.new/base/ccpu386/bound.c"	"softpc.new"	"c-like-lexical-scan"	"3"	"softpc.new/base/ccpu386/bound.c"
"MVDM-FILE-0337"	"softpc.new/base/ccpu386/bsf.c"	"softpc.new"	"c-like-lexical-scan"	"3"	"softpc.new/base/ccpu386/bsf.c"
"MVDM-FILE-0339"	"softpc.new/base/ccpu386/bsr.c"	"softpc.new"	"c-like-lexical-scan"	"4"	"softpc.new/base/ccpu386/bsr.c"
"MVDM-FILE-0341"	"softpc.new/base/ccpu386/bswap.c"	"softpc.new"	"c-like-lexical-scan"	"1"	"softpc.new/base/ccpu386/bswap.c"
"MVDM-FILE-0343"	"softpc.new/base/ccpu386/bt.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/ccpu386/bt.c"
"MVDM-FILE-0345"	"softpc.new/base/ccpu386/btc.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/ccpu386/btc.c"
"MVDM-FILE-0347"	"softpc.new/base/ccpu386/btr.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/ccpu386/btr.c"
"MVDM-FILE-0349"	"softpc.new/base/ccpu386/bts.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/ccpu386/bts.c"
"MVDM-FILE-0351"	"softpc.new/base/ccpu386/c_addr.c"	"softpc.new"	"c-like-lexical-scan"	"196"	"softpc.new/base/ccpu386/c_addr.c"
"MVDM-FILE-0353"	"softpc.new/base/ccpu386/c_bsic.c"	"softpc.new"	"c-like-lexical-scan"	"65"	"softpc.new/base/ccpu386/c_bsic.c"
"MVDM-FILE-0355"	"softpc.new/base/ccpu386/c_debug.c"	"softpc.new"	"c-like-lexical-scan"	"26"	"softpc.new/base/ccpu386/c_debug.c"
"MVDM-FILE-0357"	"softpc.new/base/ccpu386/c_div64.c"	"softpc.new"	"c-like-lexical-scan"	"10"	"softpc.new/base/ccpu386/c_div64.c"
"MVDM-FILE-0359"	"softpc.new/base/ccpu386/c_getset.c"	"softpc.new"	"c-like-lexical-scan"	"98"	"softpc.new/base/ccpu386/c_getset.c"
"MVDM-FILE-0360"	"softpc.new/base/ccpu386/c_intr.c"	"softpc.new"	"c-like-lexical-scan"	"111"	"softpc.new/base/ccpu386/c_intr.c"
"MVDM-FILE-0362"	"softpc.new/base/ccpu386/c_main.c"	"softpc.new"	"c-like-lexical-scan"	"1573"	"softpc.new/base/ccpu386/c_main.c"
"MVDM-FILE-0365"	"softpc.new/base/ccpu386/c_mul64.c"	"softpc.new"	"c-like-lexical-scan"	"8"	"softpc.new/base/ccpu386/c_mul64.c"
"MVDM-FILE-0367"	"softpc.new/base/ccpu386/c_neg64.c"	"softpc.new"	"c-like-lexical-scan"	"1"	"softpc.new/base/ccpu386/c_neg64.c"
"MVDM-FILE-0370"	"softpc.new/base/ccpu386/c_page.c"	"softpc.new"	"c-like-lexical-scan"	"127"	"softpc.new/base/ccpu386/c_page.c"
"MVDM-FILE-0372"	"softpc.new/base/ccpu386/c_prot.c"	"softpc.new"	"c-like-lexical-scan"	"50"	"softpc.new/base/ccpu386/c_prot.c"
"MVDM-FILE-0374"	"softpc.new/base/ccpu386/c_reg.c"	"softpc.new"	"c-like-lexical-scan"	"428"	"softpc.new/base/ccpu386/c_reg.c"
"MVDM-FILE-0376"	"softpc.new/base/ccpu386/c_seg.c"	"softpc.new"	"c-like-lexical-scan"	"123"	"softpc.new/base/ccpu386/c_seg.c"
"MVDM-FILE-0378"	"softpc.new/base/ccpu386/c_stack.c"	"softpc.new"	"c-like-lexical-scan"	"139"	"softpc.new/base/ccpu386/c_stack.c"
"MVDM-FILE-0380"	"softpc.new/base/ccpu386/c_tlb.c"	"softpc.new"	"c-like-lexical-scan"	"59"	"softpc.new/base/ccpu386/c_tlb.c"
"MVDM-FILE-0382"	"softpc.new/base/ccpu386/c_tsksw.c"	"softpc.new"	"c-like-lexical-scan"	"253"	"softpc.new/base/ccpu386/c_tsksw.c"
"MVDM-FILE-0384"	"softpc.new/base/ccpu386/c_xcptn.c"	"softpc.new"	"c-like-lexical-scan"	"182"	"softpc.new/base/ccpu386/c_xcptn.c"
"MVDM-FILE-0386"	"softpc.new/base/ccpu386/c_xfer.c"	"softpc.new"	"c-like-lexical-scan"	"92"	"softpc.new/base/ccpu386/c_xfer.c"
"MVDM-FILE-0388"	"softpc.new/base/ccpu386/c_xtrn.c"	"softpc.new"	"c-like-lexical-scan"	"7"	"softpc.new/base/ccpu386/c_xtrn.c"
"MVDM-FILE-0390"	"softpc.new/base/ccpu386/call.c"	"softpc.new"	"c-like-lexical-scan"	"77"	"softpc.new/base/ccpu386/call.c"
"MVDM-FILE-0392"	"softpc.new/base/ccpu386/cbw.c"	"softpc.new"	"c-like-lexical-scan"	"4"	"softpc.new/base/ccpu386/cbw.c"
"MVDM-FILE-0395"	"softpc.new/base/ccpu386/ccpupig.c"	"softpc.new"	"c-like-lexical-scan"	"47"	"softpc.new/base/ccpu386/ccpupig.c"
"MVDM-FILE-0397"	"softpc.new/base/ccpu386/ccpusas4.c"	"softpc.new"	"c-like-lexical-scan"	"374"	"softpc.new/base/ccpu386/ccpusas4.c"
"MVDM-FILE-0399"	"softpc.new/base/ccpu386/cdq.c"	"softpc.new"	"c-like-lexical-scan"	"4"	"softpc.new/base/ccpu386/cdq.c"
"MVDM-FILE-0402"	"softpc.new/base/ccpu386/clc.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/ccpu386/clc.c"
"MVDM-FILE-0404"	"softpc.new/base/ccpu386/cld.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/ccpu386/cld.c"
"MVDM-FILE-0406"	"softpc.new/base/ccpu386/cli.c"	"softpc.new"	"c-like-lexical-scan"	"2"	"softpc.new/base/ccpu386/cli.c"
"MVDM-FILE-0408"	"softpc.new/base/ccpu386/clts.c"	"softpc.new"	"c-like-lexical-scan"	"3"	"softpc.new/base/ccpu386/clts.c"
"MVDM-FILE-0410"	"softpc.new/base/ccpu386/cmc.c"	"softpc.new"	"c-like-lexical-scan"	"3"	"softpc.new/base/ccpu386/cmc.c"
"MVDM-FILE-0412"	"softpc.new/base/ccpu386/cmp.c"	"softpc.new"	"c-like-lexical-scan"	"10"	"softpc.new/base/ccpu386/cmp.c"
"MVDM-FILE-0414"	"softpc.new/base/ccpu386/cmpxchg.c"	"softpc.new"	"c-like-lexical-scan"	"15"	"softpc.new/base/ccpu386/cmpxchg.c"
"MVDM-FILE-0418"	"softpc.new/base/ccpu386/cwd.c"	"softpc.new"	"c-like-lexical-scan"	"4"	"softpc.new/base/ccpu386/cwd.c"
"MVDM-FILE-0420"	"softpc.new/base/ccpu386/cwde.c"	"softpc.new"	"c-like-lexical-scan"	"3"	"softpc.new/base/ccpu386/cwde.c"
"MVDM-FILE-0422"	"softpc.new/base/ccpu386/daa.c"	"softpc.new"	"c-like-lexical-scan"	"12"	"softpc.new/base/ccpu386/daa.c"
"MVDM-FILE-0424"	"softpc.new/base/ccpu386/das.c"	"softpc.new"	"c-like-lexical-scan"	"13"	"softpc.new/base/ccpu386/das.c"
"MVDM-FILE-0426"	"softpc.new/base/ccpu386/dec.c"	"softpc.new"	"c-like-lexical-scan"	"8"	"softpc.new/base/ccpu386/dec.c"
"MVDM-FILE-0428"	"softpc.new/base/ccpu386/div.c"	"softpc.new"	"c-like-lexical-scan"	"39"	"softpc.new/base/ccpu386/div.c"
"MVDM-FILE-0430"	"softpc.new/base/ccpu386/enter.c"	"softpc.new"	"c-like-lexical-scan"	"32"	"softpc.new/base/ccpu386/enter.c"
"MVDM-FILE-0436"	"softpc.new/base/ccpu386/fpu.c"	"softpc.new"	"c-like-lexical-scan"	"1071"	"softpc.new/base/ccpu386/fpu.c"
"MVDM-FILE-0439"	"softpc.new/base/ccpu386/idiv.c"	"softpc.new"	"c-like-lexical-scan"	"39"	"softpc.new/base/ccpu386/idiv.c"
"MVDM-FILE-0441"	"softpc.new/base/ccpu386/imul.c"	"softpc.new"	"c-like-lexical-scan"	"30"	"softpc.new/base/ccpu386/imul.c"
"MVDM-FILE-0443"	"softpc.new/base/ccpu386/in.c"	"softpc.new"	"c-like-lexical-scan"	"6"	"softpc.new/base/ccpu386/in.c"
"MVDM-FILE-0445"	"softpc.new/base/ccpu386/inc.c"	"softpc.new"	"c-like-lexical-scan"	"8"	"softpc.new/base/ccpu386/inc.c"
